Vardas Pavardė ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 ND11 ND12 ND13 ND14 Egz.
Vardas7398 Pavardė7398 10 9 5 0 10 8 10 1 6 0 8 0 9 5 0
Vardas7399 Pavardė7399 1 4 8 7 8 7 7 7 9 1 8 0 7 3 6
Vardas7400 Pavardė7400 6 7 3 8 3 8 9 3 9 6 6 3 8 4 4
Vardas7401 Pavardė7401 7 1 4 2 1 3 7 3 4 6 2 9 9 8 7
Vardas7402 Pavardė7402 0 5 7 6 5 4 9 1 4 7 1 8 1 9 0
Vardas7403 Pavardė7403 9 8 6 5 4 10 0 0 5 8 9 3 9 10 3
Vardas7404 Pavardė7404 2 0 0 3 4 2 2 0 2 3 7 2 3 6 9
Vardas7405 Pavardė7405 2 7 0 4 5 5 4 10 3 5 3 3 6 1 5
Vardas7406 Pavardė7406 8 7 3 7 4 0 10 2 3 10 5 3 3 6 7
Vardas7407 Pavardė7407 4 5 0 4 7 4 7 8 5 5 7 9 0 9 8
Vardas7408 Pavardė7408 5 2 4 10 5 6 0 7 4 6 7 4 2 0 5
Vardas7409 Pavardė7409 2 9 0 7 1 5 1 9 5 3 5 9 2 1 6
Vardas7410 Pavardė7410 10 9 4 4 2 8 1 10 8 7 2 6 0 0 8
Vardas7411 Pavardė7411 2 9 10 10 4 0 3 2 9 8 4 0 2 3 8
Vardas7412 Pavardė7412 10 4 2 1 8 8 9 10 4 2 2 9 2 0 0
Vardas7413 Pavardė7413 3 1 4 4 4 0 8 2 7 5 7 4 0 4 3
Vardas7414 Pavardė7414 1 7 9 0 10 5 8 3 10 6 7 1 6 1 3
Vardas7415 Pavardė7415 8 4 8 2 10 8 6 3 1 7 0 9 10 5 9
Vardas7416 Pavardė7416 8 1 4 10 10 10 1 4 0 5 0 9 7 0 1
Vardas7417 Pavardė7417 4 5 2 9 4 3 2 8 5 4 4 0 8 6 3
Vardas7418 Pavardė7418 5 10 10 1 2 9 0 2 8 9 0 0 6 10 4
Vardas7419 Pavardė7419 1 2 8 3 2 0 9 9 3 0 1 1 0 8 0
Vardas7420 Pavardė7420 8 5 9 9 10 1 9 10 9 8 7 4 8 10 1
Vardas7421 Pavardė7421 10 10 5 9 3 0 6 4 2 7 10 5 7 5 8
Vardas7422 Pavardė7422 3 0 0 0 10 7 9 3 3 6 5 6 0 3 3
Vardas7423 Pavardė7423 9 2 6 7 2 3 2 8 9 8 4 5 0 6 6
Vardas7424 Pavardė7424 7 7 3 5 9 2 4 4 2 4 8 4 0 3 6
Vardas7425 Pavardė7425 3 10 2 1 10 0 0 9 0 4 8 5 6 7 4
Vardas7426 Pavardė7426 1 8 0 3 9 7 6 3 2 2 4 2 0 0 4
Vardas7427 Pavardė7427 5 2 0 3 5 3 10 1 6 2 0 0 4 1 10
Vardas7428 Pavardė7428 2 2 3 1 3 3 5 3 10 3 1 2 5 0 2
Vardas7429 Pavardė7429 3 7 6 8 2 1 0 1 0 6 2 10 8 3 1
Vardas7430 Pavardė7430 2 9 0 8 3 10 4 10 6 1 6 3 2 10 3
Vardas7431 Pavardė7431 4 3 0 4 7 1 6 4 5 10 10 9 4 7 7
Vardas7432 Pavardė7432 7 7 1 7 6 5 3 0 4 7 5 9 10 8 9
Vardas7433 Pavardė7433 5 3 4 2 1 2 10 8 4 2 2 10 8 3 2
Vardas7434 Pavardė7434 8 9 2 3 3 10 2 2 9 9 5 3 4 5 10
Vardas7435 Pavardė7435 5 1 6 10 0 9 7 10 3 9 2 1 6 5 2
Vardas7436 Pavardė7436 7 8 10 7 10 3 1 1 9 7 3 7 4 10 5
Vardas7437 Pavardė7437 9 5 8 5 8 9 1 0 10 8 5 8 5 8 5
Vardas7438 Pavardė7438 9 4 8 7 3 3 1 7 0 2 1 8 4 9 8
Vardas7439 Pavardė7439 1 1 2 10 10 9 8 0 8 7 10 7 1 4 3
Vardas7440 Pavardė7440 9 0 1 5 8 9 7 7 3 3 1 7 5 10 2
Vardas7441 Pavardė7441 9 6 9 4 7 6 1 8 3 6 10 5 1 6 8
Vardas7442 Pavardė7442 2 1 6 9 7 7 8 9 0 10 4 9 0 5 1
Vardas7443 Pavardė7443 5 5 6 9 0 7 5 4 2 9 2 10 7 4 10
Vardas7444 Pavardė7444 9 5 10 0 2 8 4 3 7 8 0 0 1 1 7
Vardas7445 Pavardė7445 6 8 8 2 2 2 5 9 0 10 0 7 7 5 7
Vardas7446 Pavardė7446 0 8 9 6 1 10 2 10 5 8 0 2 10 5 10
Vardas7447 Pavardė7447 3 5 2 0 7 0 1 1 10 0 8 6 3 0 6
Vardas7448 Pavardė7448 3 3 1 3 3 10 4 0 5 0 1 5 9 0 0
Vardas7449 Pavardė7449 4 1 9 6 3 2 4 10 9 7 8 3 3 4 5
Vardas7450 Pavardė7450 10 0 2 5 3 3 0 5 1 3 8 10 2 3 2
Vardas7451 Pavardė7451 1 6 6 2 7 1 1 3 3 5 4 7 2 9 3
Vardas7452 Pavardė7452 3 9 6 5 6 1 4 5 3 9 0 4 3 8 0
Vardas7453 Pavardė7453 7 9 4 8 2 1 10 4 2 0 2 6 10 5 6
Vardas7454 Pavardė7454 6 3 8 6 8 1 8 6 9 8 1 5 2 2 6
Vardas7455 Pavardė7455 1 2 5 0 2 8 3 0 3 3 8 8 5 7 6
Vardas7456 Pavardė7456 7 10 5 4 10 8 4 5 4 5 3 2 4 9 6
Vardas7457 Pavardė7457 7 0 1 10 6 8 2 9 2 0 4 0 6 9 6
Vardas7458 Pavardė7458 8 6 7 9 4 4 10 2 7 0 6 0 3 8 7
Vardas7459 Pavardė7459 1 1 9 6 9 1 0 1 8 1 1 8 8 6 0
Vardas7460 Pavardė7460 9 4 1 4 9 4 3 4 2 8 0 5 2 6 5
Vardas7461 Pavardė7461 7 0 3 4 8 4 0 7 8 5 7 8 6 0 8
Vardas7462 Pavardė7462 0 10 7 10 8 3 0 8 1 3 5 8 7 4 8
Vardas7463 Pavardė7463 10 2 1 7 3 6 1 4 7 2 1 2 1 7 0
Vardas7464 Pavardė7464 6 5 1 1 5 1 9 10 8 7 7 5 7 7 2
Vardas7465 Pavardė7465 10 7 1 0 6 0 9 3 7 4 9 10 2 1 10
Vardas7466 Pavardė7466 0 2 7 1 1 5 3 5 1 9 5 0 7 4 7
Vardas7467 Pavardė7467 9 6 6 8 6 2 3 6 5 4 3 0 5 4 4
Vardas7468 Pavardė7468 0 7 8 7 6 2 8 10 10 6 1 0 0 1 0
Vardas7469 Pavardė7469 2 10 2 3 6 1 2 3 1 5 7 5 2 0 4
Vardas7470 Pavardė7470 5 1 3 0 0 3 1 9 0 8 9 9 2 10 7
Vardas7471 Pavardė7471 7 5 4 8 9 4 10 8 10 7 6 5 8 6 3
Vardas7472 Pavardė7472 7 10 9 0 1 1 6 10 0 2 7 0 2 3 9
Vardas7473 Pavardė7473 9 3 8 8 7 2 4 1 10 4 5 7 3 1 7
Vardas7474 Pavardė7474 10 0 4 10 1 7 3 4 5 8 1 0 7 0 9
Vardas7475 Pavardė7475 0 5 6 7 7 5 7 0 5 7 8 3 4 5 2
Vardas7476 Pavardė7476 8 5 7 4 7 2 2 9 4 7 5 5 10 2 6
Vardas7477 Pavardė7477 1 5 9 6 2 3 0 3 1 7 7 1 9 6 0
Vardas7478 Pavardė7478 6 2 3 10 9 2 1 3 6 2 8 9 6 7 9
Vardas7479 Pavardė7479 2 3 9 5 7 3 10 1 0 10 0 1 2 6 7
Vardas7480 Pavardė7480 3 8 0 2 5 7 6 5 1 8 10 10 3 8 5
Vardas7481 Pavardė7481 2 5 6 7 6 9 9 0 1 3 10 9 2 3 2
Vardas7482 Pavardė7482 2 9 8 5 1 5 9 2 0 3 7 8 8 8 9
Vardas7483 Pavardė7483 10 1 9 9 4 1 1 4 9 3 1 2 5 9 9
Vardas7484 Pavardė7484 9 8 8 8 4 5 0 2 2 9 0 10 3 8 7
Vardas7485 Pavardė7485 9 9 8 10 9 0 10 5 3 6 10 10 6 2 9
Vardas7486 Pavardė7486 2 10 1 6 7 6 10 2 10 5 9 9 9 5 6
Vardas7487 Pavardė7487 4 2 6 4 5 2 9 4 10 5 9 7 2 7 8
Vardas7488 Pavardė7488 3 3 6 8 1 3 4 10 6 5 10 0 0 0 1
Vardas7489 Pavardė7489 5 5 7 8 0 4 3 2 3 4 6 6 7 6 7
Vardas7490 Pavardė7490 1 5 4 7 3 9 4 6 3 8 2 5 1 1 2
Vardas7491 Pavardė7491 3 0 4 1 2 10 7 5 0 8 1 0 0 4 9
Vardas7492 Pavardė7492 0 10 9 6 7 1 0 3 6 8 10 0 3 10 5
Vardas7493 Pavardė7493 3 2 6 3 7 8 7 0 0 10 5 4 10 2 3
Vardas7494 Pavardė7494 4 6 2 8 9 8 7 0 10 9 9 0 6 1 6
Vardas7495 Pavardė7495 8 0 4 0 1 10 10 0 3 6 6 9 4 9 0
Vardas7496 Pavardė7496 0 3 3 0 4 5 4 1 10 1 6 2 1 5 7
Vardas7497 Pavardė7497 10 8 0 10 10 10 6 6 1 6 4 7 10 9 0
Vardas7498 Pavardė7498 7 0 1 4 3 4 5 7 2 7 4 7 2 8 10
Vardas7499 Pavardė7499 9 4 1 10 5 1 0 2 10 2 9 5 8 10 1
Vardas7500 Pavardė7500 6 10 4 5 0 4 10 3 7 2 7 4 1 0 2
Vardas7501 Pavardė7501 7 7 1 1 8 3 10 4 5 6 4 5 2 10 7
Vardas7502 Pavardė7502 5 7 2 1 5 0 8 6 9 0 5 1 6 9 4
Vardas7503 Pavardė7503 2 7 5 4 6 10 6 6 10 7 5 9 10 4 1
Vardas7504 Pavardė7504 2 6 7 8 6 8 6 6 2 2 1 3 9 4 0
Vardas7505 Pavardė7505 10 9 1 2 6 9 0 4 1 2 8 10 0 2 2
Vardas7506 Pavardė7506 3 10 2 3 7 3 3 5 9 10 9 1 3 7 4
Vardas7507 Pavardė7507 7 9 4 1 4 7 7 6 3 2 10 3 5 10 4
Vardas7508 Pavardė7508 9 9 0 6 6 0 8 5 10 1 0 1 2 4 7
Vardas7509 Pavardė7509 1 6 4 2 5 2 0 5 1 8 10 1 0 9 7
Vardas7510 Pavardė7510 5 10 4 3 3 6 6 3 1 4 2 2 2 4 10
Vardas7511 Pavardė7511 8 5 4 5 10 7 1 3 0 7 3 3 7 7 2
Vardas7512 Pavardė7512 4 7 4 0 5 10 7 0 2 10 9 6 2 0 0
Vardas7513 Pavardė7513 6 1 9 10 5 10 7 2 9 8 10 4 4 10 3
Vardas7514 Pavardė7514 4 4 4 6 4 3 1 8 8 9 3 1 0 3 2
Vardas7515 Pavardė7515 10 7 3 10 8 4 6 6 5 6 4 3 8 10 10
Vardas7516 Pavardė7516 10 4 0 8 6 9 1 1 3 9 1 2 3 6 9
Vardas7517 Pavardė7517 1 8 9 5 6 8 2 0 6 7 4 8 7 8 6
Vardas7518 Pavardė7518 0 6 3 7 9 2 1 1 5 5 8 0 1 1 4
Vardas7519 Pavardė7519 1 1 7 5 9 7 2 1 10 0 10 2 1 3 8
Vardas7520 Pavardė7520 1 0 0 8 0 4 7 3 2 2 10 10 9 10 4
Vardas7521 Pavardė7521 1 6 9 2 6 2 6 5 4 0 3 4 9 9 2
Vardas7522 Pavardė7522 1 6 6 1 7 3 7 6 7 2 4 8 0 6 6
Vardas7523 Pavardė7523 2 4 3 4 6 9 6 2 7 0 1 6 6 3 10
Vardas7524 Pavardė7524 1 1 7 4 9 0 1 2 3 5 5 5 1 4 6
Vardas7525 Pavardė7525 2 6 10 6 5 3 1 0 8 8 6 8 10 9 10
Vardas7526 Pavardė7526 9 5 0 2 9 4 5 3 1 2 0 9 3 5 5
Vardas7527 Pavardė7527 3 0 0 8 6 1 9 3 7 9 10 6 6 5 7
Vardas7528 Pavardė7528 6 4 0 4 7 4 1 1 5 10 8 3 3 3 9
Vardas7529 Pavardė7529 0 5 7 9 2 1 0 8 3 2 1 10 2 2 8
Vardas7530 Pavardė7530 7 2 3 8 0 1 5 9 2 8 1 3 0 8 8
Vardas7531 Pavardė7531 5 0 7 5 4 6 9 5 3 6 4 5 2 3 8
Vardas7532 Pavardė7532 8 2 10 8 1 7 5 8 8 3 5 1 4 0 3
Vardas7533 Pavardė7533 8 5 9 6 5 1 6 8 6 8 9 10 2 6 1
Vardas7534 Pavardė7534 8 8 5 6 7 2 0 6 8 10 7 4 10 6 4
Vardas7535 Pavardė7535 10 10 5 1 6 5 1 1 5 7 8 4 7 1 3
Vardas7536 Pavardė7536 0 9 2 7 0 6 8 1 6 1 4 9 9 8 5
Vardas7537 Pavardė7537 2 5 4 4 5 5 8 1 7 4 0 10 8 1 9
Vardas7538 Pavardė7538 4 2 10 2 2 10 6 9 3 2 2 2 6 5 10
Vardas7539 Pavardė7539 6 10 4 0 2 5 2 8 2 6 2 1 5 7 3
Vardas7540 Pavardė7540 2 9 8 6 4 5 6 0 5 7 1 6 10 1 9
Vardas7541 Pavardė7541 0 9 10 7 4 0 2 10 2 9 9 2 0 0 1
Vardas7542 Pavardė7542 4 3 9 7 8 0 7 4 1 6 6 1 2 0 5
Vardas7543 Pavardė7543 5 3 10 7 1 3 10 0 10 5 1 6 3 1 3
Vardas7544 Pavardė7544 3 8 3 4 6 3 2 5 4 0 4 4 3 5 5
Vardas7545 Pavardė7545 6 4 3 6 4 0 9 8 5 9 9 8 8 3 10
Vardas7546 Pavardė7546 4 4 2 6 9 6 2 5 5 7 4 7 2 2 1
Vardas7547 Pavardė7547 4 8 8 0 9 6 9 2 10 9 0 2 2 4 1
Vardas7548 Pavardė7548 2 1 1 9 7 2 0 9 6 9 4 9 7 1 10
Vardas7549 Pavardė7549 0 9 7 7 5 2 10 10 10 3 10 6 9 2 3
Vardas7550 Pavardė7550 10 10 1 10 5 3 10 4 2 3 10 10 3 8 5
Vardas7551 Pavardė7551 4 2 8 4 9 5 3 6 5 3 3 1 1 4 2
Vardas7552 Pavardė7552 3 9 0 5 7 5 2 2 6 2 5 1 6 1 10
Vardas7553 Pavardė7553 9 2 10 8 6 1 4 4 6 4 10 5 9 1 9
Vardas7554 Pavardė7554 4 10 1 0 2 7 1 4 7 5 3 3 1 8 2
Vardas7555 Pavardė7555 5 7 4 5 3 0 7 2 6 7 0 2 9 10 1
Vardas7556 Pavardė7556 5 1 1 3 4 1 10 10 5 6 6 10 2 7 2
Vardas7557 Pavardė7557 4 6 1 10 7 4 8 4 3 5 4 5 0 2 3
Vardas7558 Pavardė7558 4 3 2 1 4 2 10 10 7 5 8 4 0 6 3
Vardas7559 Pavardė7559 3 9 6 10 8 0 0 9 8 4 8 7 9 0 6
Vardas7560 Pavardė7560 5 9 4 3 10 2 8 1 1 6 8 10 10 3 8
Vardas7561 Pavardė7561 2 0 10 10 10 2 2 8 3 2 10 4 8 10 8
Vardas7562 Pavardė7562 6 2 10 0 5 3 1 4 10 2 4 5 10 6 7
Vardas7563 Pavardė7563 5 9 2 10 4 7 1 2 10 1 10 1 6 9 6
Vardas7564 Pavardė7564 5 8 9 2 7 1 2 4 7 10 3 2 4 4 2
Vardas7565 Pavardė7565 2 5 10 9 7 0 10 1 9 5 5 7 9 2 0
Vardas7566 Pavardė7566 2 2 9 3 5 3 4 5 10 0 6 2 9 2 10
Vardas7567 Pavardė7567 6 1 5 2 6 10 1 3 1 9 1 0 8 5 7
Vardas7568 Pavardė7568 6 1 6 1 8 6 10 9 7 7 3 7 3 3 7
Vardas7569 Pavardė7569 5 1 4 10 1 1 3 6 6 10 1 3 8 8 3
Vardas7570 Pavardė7570 1 6 4 0 4 3 3 0 8 7 1 0 5 7 1
Vardas7571 Pavardė7571 4 7 0 4 9 10 1 3 4 8 8 5 9 1 9
Vardas7572 Pavardė7572 4 7 5 3 10 2 10 7 3 4 5 6 1 0 1
Vardas7573 Pavardė7573 7 10 1 9 3 0 8 4 4 4 6 0 4 6 1
Vardas7574 Pavardė7574 0 4 2 8 1 2 10 5 5 2 6 7 4 5 10
Vardas7575 Pavardė7575 3 3 3 5 3 2 8 0 0 6 1 1 0 1 10
Vardas7576 Pavardė7576 4 0 1 9 2 1 10 4 4 1 1 2 4 5 2
Vardas7577 Pavardė7577 3 2 1 6 5 1 3 7 8 2 2 6 5 6 7
Vardas7578 Pavardė7578 7 4 7 7 2 5 1 3 4 3 2 5 1 9 7
Vardas7579 Pavardė7579 4 0 3 4 9 0 10 1 7 10 2 8 7 5 7
Vardas7580 Pavardė7580 7 8 4 4 1 9 10 7 6 5 1 1 7 7 5
Vardas7581 Pavardė7581 2 5 9 4 3 8 4 1 8 2 6 1 3 1 9
Vardas7582 Pavardė7582 8 1 0 9 8 1 2 6 10 10 8 10 7 6 5
Vardas7583 Pavardė7583 7 5 0 1 10 4 0 2 0 0 10 10 0 9 4
Vardas7584 Pavardė7584 0 8 2 2 0 8 5 7 7 10 3 10 5 5 9
Vardas7585 Pavardė7585 10 1 2 1 7 10 9 8 3 5 2 10 7 7 10
Vardas7586 Pavardė7586 0 0 1 5 9 6 10 10 9 9 6 10 3 3 5
Vardas7587 Pavardė7587 0 9 3 8 1 5 7 9 4 3 2 0 6 10 2
Vardas7588 Pavardė7588 3 1 3 3 5 6 10 8 3 7 7 3 2 5 9
Vardas7589 Pavardė7589 9 0 2 5 1 4 7 6 8 4 4 5 7 7 6
Vardas7590 Pavardė7590 2 9 7 2 7 1 5 1 4 6 8 1 1 2 0
Vardas7591 Pavardė7591 0 6 5 3 8 8 4 4 3 4 10 1 4 4 9
Vardas7592 Pavardė7592 5 9 9 0 0 4 3 10 7 3 0 10 6 4 10
Vardas7593 Pavardė7593 1 6 1 8 1 0 7 7 0 6 2 9 8 0 10
Vardas7594 Pavardė7594 4 2 9 10 1 3 8 3 4 8 7 8 0 7 7
Vardas7595 Pavardė7595 3 1 4 10 10 4 10 8 4 1 3 7 4 10 4
Vardas7596 Pavardė7596 0 2 4 7 2 4 7 3 6 7 2 2 3 3 1
Vardas7597 Pavardė7597 9 8 6 6 8 0 10 7 1 7 9 9 10 6 8
Vardas7598 Pavardė7598 4 0 7 5 8 10 3 6 10 8 2 9 7 4 10
Vardas7599 Pavardė7599 4 3 5 2 8 0 10 4 8 3 10 8 1 9 7
Vardas7600 Pavardė7600 8 0 3 5 0 5 2 4 1 7 6 5 8 3 0
Vardas7601 Pavardė7601 1 9 6 4 10 2 2 4 9 4 6 6 6 8 7
Vardas7602 Pavardė7602 8 3 6 6 3 2 3 2 1 10 7 7 7 3 6
Vardas7603 Pavardė7603 10 0 9 6 8 2 4 4 3 5 1 10 9 0 8
Vardas7604 Pavardė7604 10 2 6 10 8 1 3 6 1 4 3 9 5 4 1
Vardas7605 Pavardė7605 4 1 1 1 6 0 4 5 4 6 9 9 0 9 2
Vardas7606 Pavardė7606 0 8 5 2 8 5 2 6 1 0 8 3 10 3 0
Vardas7607 Pavardė7607 6 9 6 10 2 8 8 1 1 0 2 10 1 6 5
Vardas7608 Pavardė7608 6 9 0 3 2 9 3 9 1 3 4 1 5 5 8
Vardas7609 Pavardė7609 10 2 7 7 3 3 5 4 7 2 9 5 7 4 6
Vardas7610 Pavardė7610 8 9 4 5 2 2 9 3 6 8 9 0 9 4 2
Vardas7611 Pavardė7611 1 9 10 0 3 4 8 0 9 4 0 8 1 6 3
Vardas7612 Pavardė7612 8 0 8 2 10 5 10 3 2 3 7 10 10 7 1
Vardas7613 Pavardė7613 6 3 0 0 1 9 5 8 2 9 2 2 1 3 4
Vardas7614 Pavardė7614 1 10 3 10 6 2 0 4 6 4 8 1 7 3 1
Vardas7615 Pavardė7615 8 10 7 3 4 2 0 10 6 8 3 10 4 3 0
Vardas7616 Pavardė7616 10 9 4 4 4 5 3 1 0 5 3 7 9 10 5
Vardas7617 Pavardė7617 0 5 9 9 3 0 8 0 6 2 1 10 5 6 8
Vardas7618 Pavardė7618 7 2 8 9 4 7 9 9 1 6 9 8 3 0 1
Vardas7619 Pavardė7619 4 7 9 2 0 5 7 3 8 6 4 4 2 9 5
Vardas7620 Pavardė7620 3 0 10 10 10 2 4 9 1 1 8 1 2 4 9
Vardas7621 Pavardė7621 9 6 8 7 3 9 9 4 10 5 9 3 8 9 1
Vardas7622 Pavardė7622 5 9 8 0 1 7 2 10 0 10 6 0 7 7 10
Vardas7623 Pavardė7623 8 10 4 2 3 10 3 0 9 10 1 9 1 3 4
Vardas7624 Pavardė7624 6 8 2 9 2 1 7 0 2 4 9 4 2 2 4
Vardas7625 Pavardė7625 0 9 9 9 10 6 0 1 7 5 2 10 7 1 8
Vardas7626 Pavardė7626 9 7 5 10 10 10 6 3 5 7 1 4 3 3 10
Vardas7627 Pavardė7627 5 1 1 1 9 6 10 9 8 3 5 6 4 5 9
Vardas7628 Pavardė7628 1 8 0 7 1 2 9 5 4 1 0 3 10 10 7
Vardas7629 Pavardė7629 3 0 9 7 9 2 4 2 3 1 1 2 5 5 2
Vardas7630 Pavardė7630 3 1 10 9 2 9 6 2 8 5 1 2 2 10 3
Vardas7631 Pavardė7631 7 7 10 9 6 0 7 7 3 9 3 2 9 10 2
Vardas7632 Pavardė7632 7 6 5 1 9 8 1 5 1 1 0 1 10 3 3
Vardas7633 Pavardė7633 2 7 2 4 6 0 9 7 4 4 8 4 0 4 2
Vardas7634 Pavardė7634 2 6 1 1 7 5 4 8 3 4 1 3 4 8 4
Vardas7635 Pavardė7635 6 2 7 1 8 4 2 4 6 0 8 4 6 8 0
Vardas7636 Pavardė7636 10 4 9 2 6 6 0 0 1 3 3 8 3 5 10
Vardas7637 Pavardė7637 10 4 0 1 10 6 8 8 5 2 4 2 9 0 6
Vardas7638 Pavardė7638 10 6 9 5 5 3 4 1 9 5 4 7 6 7 4
Vardas7639 Pavardė7639 10 3 9 9 9 9 6 4 1 0 3 6 0 5 3
Vardas7640 Pavardė7640 7 0 10 6 6 6 2 6 0 4 6 0 9 7 8
Vardas7641 Pavardė7641 7 8 10 9 4 10 9 6 7 1 10 2 7 2 7
Vardas7642 Pavardė7642 2 6 1 6 5 0 5 2 4 6 10 0 3 4 3
Vardas7643 Pavardė7643 1 0 9 5 3 10 10 3 7 1 10 6 8 8 7
Vardas7644 Pavardė7644 7 8 4 7 1 2 4 3 6 0 9 0 1 2 2
Vardas7645 Pavardė7645 10 2 10 2 0 3 3 8 6 3 9 6 6 6 4
Vardas7646 Pavardė7646 7 6 1 4 4 0 1 2 7 8 9 6 1 5 6
Vardas7647 Pavardė7647 6 5 8 2 5 3 5 8 3 9 1 0 7 6 4
Vardas7648 Pavardė7648 4 0 2 6 5 5 0 9 1 3 9 8 5 1 0
Vardas7649 Pavardė7649 4 7 0 4 3 6 1 10 1 10 2 3 4 4 5
Vardas7650 Pavardė7650 1 0 5 2 6 10 3 10 8 9 0 3 10 9 9
Vardas7651 Pavardė7651 9 0 2 9 6 10 10 6 2 3 5 0 1 3 5
Vardas7652 Pavardė7652 0 3 10 3 3 10 7 4 2 3 4 3 5 8 3
Vardas7653 Pavardė7653 8 8 7 8 4 10 0 2 0 5 8 8 8 4 6
Vardas7654 Pavardė7654 2 6 1 0 10 9 9 3 8 2 1 0 0 10 6
Vardas7655 Pavardė7655 4 10 8 0 4 6 10 8 0 3 3 2 7 5 5
Vardas7656 Pavardė7656 8 6 0 0 7 5 7 2 1 10 7 3 10 6 7
Vardas7657 Pavardė7657 6 5 0 4 2 9 7 0 1 5 10 2 5 4 7
Vardas7658 Pavardė7658 9 1 9 0 0 1 4 2 1 8 3 7 5 1 1
Vardas7659 Pavardė7659 0 3 3 7 0 2 6 4 0 7 4 8 5 9 4
Vardas7660 Pavardė7660 5 5 8 5 10 8 2 2 8 5 9 4 1 9 3
Vardas7661 Pavardė7661 7 9 5 8 5 9 4 1 1 5 0 9 3 8 4
Vardas7662 Pavardė7662 4 8 7 3 9 10 0 6 8 9 0 8 5 8 0
Vardas7663 Pavardė7663 1 0 10 1 7 2 8 9 0 6 8 6 6 10 0
Vardas7664 Pavardė7664 7 0 4 7 7 8 9 10 9 6 6 8 8 2 7
Vardas7665 Pavardė7665 5 3 3 3 9 7 6 2 8 10 4 0 6 9 9
Vardas7666 Pavardė7666 5 8 5 10 1 1 10 7 2 8 10 6 7 7 9
Vardas7667 Pavardė7667 7 1 10 7 10 3 5 9 4 8 1 2 1 2 2
Vardas7668 Pavardė7668 4 8 6 8 2 3 2 3 9 1 6 10 5 4 2
Vardas7669 Pavardė7669 2 6 0 2 10 8 3 9 2 9 8 7 10 4 3
Vardas7670 Pavardė7670 4 7 8 0 7 3 6 1 6 6 4 0 4 2 4
Vardas7671 Pavardė7671 2 0 5 9 9 8 7 1 6 7 1 4 9 8 7
Vardas7672 Pavardė7672 3 5 1 4 5 1 10 9 2 2 0 2 2 9 4
Vardas7673 Pavardė7673 0 2 8 0 4 5 7 10 3 6 0 4 9 1 7
Vardas7674 Pavardė7674 6 6 8 4 8 2 5 7 9 9 0 6 3 6 7
Vardas7675 Pavardė7675 3 9 5 5 10 1 0 10 10 5 2 1 5 1 6
Vardas7676 Pavardė7676 3 4 1 8 0 3 6 5 8 7 2 1 2 5 1
Vardas7677 Pavardė7677 3 0 6 4 3 10 1 1 5 5 7 7 8 0 7
Vardas7678 Pavardė7678 4 2 9 5 8 5 6 4 10 2 8 5 7 1 0
Vardas7679 Pavardė7679 8 2 0 1 0 2 5 8 9 9 3 9 0 1 6
Vardas7680 Pavardė7680 8 2 9 2 6 7 6 8 1 8 3 10 8 10 9
Vardas7681 Pavardė7681 10 2 2 3 5 4 6 1 0 1 1 2 6 9 9
Vardas7682 Pavardė7682 9 0 0 6 2 6 9 6 8 3 3 3 9 8 9
Vardas7683 Pavardė7683 8 5 2 3 4 10 3 3 0 10 4 5 3 8 0
Vardas7684 Pavardė7684 7 9 8 1 7 0 0 10 9 3 2 3 4 9 8
Vardas7685 Pavardė7685 7 6 8 1 2 5 10 8 8 7 2 4 6 8 0
Vardas7686 Pavardė7686 5 0 5 5 6 5 8 8 1 3 5 0 2 6 6
Vardas7687 Pavardė7687 10 4 9 5 4 1 7 0 10 4 6 5 8 5 1
Vardas7688 Pavardė7688 5 4 9 3 0 3 0 0 9 6 9 10 2 8 6
Vardas7689 Pavardė7689 5 5 10 9 3 7 8 3 1 3 7 4 9 10 0
Vardas7690 Pavardė7690 8 2 0 7 6 7 9 5 10 7 3 6 8 8 4
Vardas7691 Pavardė7691 3 6 1 9 2 2 4 10 3 9 5 10 0 2 0
Vardas7692 Pavardė7692 2 2 3 9 7 6 5 8 0 1 1 7 10 1 4
Vardas7693 Pavardė7693 10 1 5 10 0 5 9 8 7 9 9 6 6 10 1
Vardas7694 Pavardė7694 3 1 3 5 3 1 0 3 10 8 8 1 2 10 8
Vardas7695 Pavardė7695 0 3 1 1 7 8 4 8 10 4 5 10 4 5 5
Vardas7696 Pavardė7696 3 1 3 7 9 8 10 3 9 0 7 6 4 4 9
Vardas7697 Pavardė7697 10 0 4 7 5 9 2 8 0 10 1 3 4 10 6
Vardas7698 Pavardė7698 4 0 4 1 5 0 0 8 5 9 1 7 1 3 6
Vardas7699 Pavardė7699 4 8 10 1 6 2 7 5 4 1 2 8 2 5 1
Vardas7700 Pavardė7700 7 10 4 6 8 0 3 0 10 2 7 10 1 1 8
Vardas7701 Pavardė7701 2 2 8 3 5 9 4 1 3 8 3 2 1 8 5
Vardas7702 Pavardė7702 10 4 8 8 0 2 2 5 1 0 5 6 1 3 2
Vardas7703 Pavardė7703 10 3 7 1 6 2 9 9 1 9 9 5 8 4 2
Vardas7704 Pavardė7704 3 7 6 1 1 5 3 4 7 2 1 9 10 1 5
Vardas7705 Pavardė7705 4 1 10 10 10 10 3 0 0 3 1 7 6 0 6
Vardas7706 Pavardė7706 0 6 7 5 5 2 8 1 9 5 3 2 8 5 6
