Vardas Pavardė ND1 ND2 ND3 Egz.
Vardas95015 Pavardė95015 1 6 9 6
Vardas95016 Pavardė95016 5 6 9 7
Vardas95017 Pavardė95017 1 5 1 9
Vardas95018 Pavardė95018 7 7 3 5
Vardas95019 Pavardė95019 6 9 1 1
Vardas95020 Pavardė95020 6 6 3 2
Vardas95021 Pavardė95021 10 8 9 10
Vardas95022 Pavardė95022 10 7 8 0
Vardas95023 Pavardė95023 5 9 4 2
Vardas95024 Pavardė95024 2 9 4 5
Vardas95025 Pavardė95025 6 0 4 2
Vardas95026 Pavardė95026 5 5 9 5
Vardas95027 Pavardė95027 10 1 8 5
Vardas95028 Pavardė95028 3 9 3 9
Vardas95029 Pavardė95029 6 8 4 4
Vardas95030 Pavardė95030 0 9 5 0
Vardas95031 Pavardė95031 9 1 9 0
Vardas95032 Pavardė95032 10 3 0 3
Vardas95033 Pavardė95033 8 5 1 4
Vardas95034 Pavardė95034 7 2 1 4
Vardas95035 Pavardė95035 9 7 8 1
Vardas95036 Pavardė95036 8 10 10 2
Vardas95037 Pavardė95037 7 0 4 2
Vardas95038 Pavardė95038 3 9 3 6
Vardas95039 Pavardė95039 6 6 6 10
Vardas95040 Pavardė95040 1 9 7 3
Vardas95041 Pavardė95041 2 9 5 7
Vardas95042 Pavardė95042 4 6 5 8
Vardas95043 Pavardė95043 3 6 9 7
Vardas95044 Pavardė95044 9 2 2 1
Vardas95045 Pavardė95045 7 6 8 0
Vardas95046 Pavardė95046 0 5 0 2
Vardas95047 Pavardė95047 8 9 7 3
Vardas95048 Pavardė95048 10 10 5 7
Vardas95049 Pavardė95049 6 10 3 4
Vardas95050 Pavardė95050 4 1 1 3
Vardas95051 Pavardė95051 8 8 5 6
Vardas95052 Pavardė95052 9 5 4 5
Vardas95053 Pavardė95053 3 1 5 5
Vardas95054 Pavardė95054 6 5 5 10
Vardas95055 Pavardė95055 9 7 10 7
Vardas95056 Pavardė95056 9 8 9 1
Vardas95057 Pavardė95057 3 8 1 5
Vardas95058 Pavardė95058 0 2 6 2
Vardas95059 Pavardė95059 3 6 7 2
Vardas95060 Pavardė95060 4 2 1 8
Vardas95061 Pavardė95061 0 9 6 0
Vardas95062 Pavardė95062 3 0 10 4
Vardas95063 Pavardė95063 6 6 9 2
Vardas95064 Pavardė95064 9 2 3 9
Vardas95065 Pavardė95065 1 6 3 8
Vardas95066 Pavardė95066 1 10 6 1
Vardas95067 Pavardė95067 0 3 6 9
Vardas95068 Pavardė95068 10 4 8 6
Vardas95069 Pavardė95069 3 0 8 8
Vardas95070 Pavardė95070 1 0 5 10
Vardas95071 Pavardė95071 7 8 5 0
Vardas95072 Pavardė95072 5 3 5 2
Vardas95073 Pavardė95073 4 7 10 9
Vardas95074 Pavardė95074 7 10 0 10
Vardas95075 Pavardė95075 1 2 5 2
Vardas95076 Pavardė95076 2 6 4 3
Vardas95077 Pavardė95077 7 0 4 9
Vardas95078 Pavardė95078 6 7 0 9
Vardas95079 Pavardė95079 7 8 10 2
Vardas95080 Pavardė95080 6 2 7 0
Vardas95081 Pavardė95081 7 3 7 3
Vardas95082 Pavardė95082 7 4 2 8
Vardas95083 Pavardė95083 7 10 9 5
Vardas95084 Pavardė95084 1 0 0 0
Vardas95085 Pavardė95085 7 1 4 3
Vardas95086 Pavardė95086 7 0 1 3
Vardas95087 Pavardė95087 1 9 10 2
Vardas95088 Pavardė95088 7 3 9 4
Vardas95089 Pavardė95089 3 8 0 6
Vardas95090 Pavardė95090 10 0 5 3
Vardas95091 Pavardė95091 9 0 6 2
Vardas95092 Pavardė95092 6 7 1 9
Vardas95093 Pavardė95093 7 9 10 10
Vardas95094 Pavardė95094 7 9 8 3
Vardas95095 Pavardė95095 7 1 7 0
Vardas95096 Pavardė95096 5 8 4 7
Vardas95097 Pavardė95097 7 8 1 8
Vardas95098 Pavardė95098 4 2 6 2
Vardas95099 Pavardė95099 4 0 4 9
Vardas95100 Pavardė95100 6 8 0 6
Vardas95101 Pavardė95101 0 7 1 3
Vardas95102 Pavardė95102 5 1 3 7
Vardas95103 Pavardė95103 8 8 3 9
Vardas95104 Pavardė95104 6 3 2 7
Vardas95105 Pavardė95105 4 9 10 9
Vardas95106 Pavardė95106 9 0 1 0
Vardas95107 Pavardė95107 5 10 10 0
Vardas95108 Pavardė95108 8 4 8 10
Vardas95109 Pavardė95109 1 3 8 9
Vardas95110 Pavardė95110 3 6 1 0
Vardas95111 Pavardė95111 8 0 9 1
Vardas95112 Pavardė95112 8 1 0 6
Vardas95113 Pavardė95113 5 9 0 0
Vardas95114 Pavardė95114 2 10 1 3
Vardas95115 Pavardė95115 2 3 2 7
Vardas95116 Pavardė95116 1 10 0 7
Vardas95117 Pavardė95117 2 6 2 10
Vardas95118 Pavardė95118 1 8 9 1
Vardas95119 Pavardė95119 2 5 4 10
Vardas95120 Pavardė95120 0 2 10 10
Vardas95121 Pavardė95121 6 4 8 7
Vardas95122 Pavardė95122 2 1 0 8
Vardas95123 Pavardė95123 2 5 1 1
Vardas95124 Pavardė95124 3 10 2 8
Vardas95125 Pavardė95125 8 3 7 8
Vardas95126 Pavardė95126 2 5 5 9
Vardas95127 Pavardė95127 6 5 6 2
Vardas95128 Pavardė95128 4 10 2 4
Vardas95129 Pavardė95129 8 5 2 7
Vardas95130 Pavardė95130 5 3 4 8
Vardas95131 Pavardė95131 6 1 2 2
Vardas95132 Pavardė95132 0 9 7 10
Vardas95133 Pavardė95133 10 2 3 2
Vardas95134 Pavardė95134 0 4 10 10
Vardas95135 Pavardė95135 3 8 2 0
Vardas95136 Pavardė95136 2 6 5 1
Vardas95137 Pavardė95137 2 1 0 2
Vardas95138 Pavardė95138 9 0 7 1
Vardas95139 Pavardė95139 2 6 1 7
Vardas95140 Pavardė95140 0 2 0 9
Vardas95141 Pavardė95141 0 8 4 3
Vardas95142 Pavardė95142 1 5 7 0
Vardas95143 Pavardė95143 6 9 1 9
Vardas95144 Pavardė95144 8 6 5 9
Vardas95145 Pavardė95145 4 3 8 8
Vardas95146 Pavardė95146 1 10 10 6
Vardas95147 Pavardė95147 9 0 6 1
Vardas95148 Pavardė95148 2 10 1 9
Vardas95149 Pavardė95149 0 8 5 7
Vardas95150 Pavardė95150 0 7 1 4
Vardas95151 Pavardė95151 9 6 5 4
Vardas95152 Pavardė95152 5 2 0 2
Vardas95153 Pavardė95153 3 2 8 3
Vardas95154 Pavardė95154 6 8 4 7
Vardas95155 Pavardė95155 3 9 5 0
Vardas95156 Pavardė95156 8 7 0 3
Vardas95157 Pavardė95157 5 6 7 7
Vardas95158 Pavardė95158 8 2 1 3
Vardas95159 Pavardė95159 2 9 6 9
Vardas95160 Pavardė95160 0 5 6 6
Vardas95161 Pavardė95161 2 3 10 9
Vardas95162 Pavardė95162 3 5 3 9
Vardas95163 Pavardė95163 3 4 3 7
Vardas95164 Pavardė95164 8 4 2 1
Vardas95165 Pavardė95165 2 5 7 10
Vardas95166 Pavardė95166 0 0 7 8
Vardas95167 Pavardė95167 1 6 2 5
Vardas95168 Pavardė95168 4 7 3 3
Vardas95169 Pavardė95169 3 8 7 2
Vardas95170 Pavardė95170 6 0 3 2
Vardas95171 Pavardė95171 8 3 2 2
Vardas95172 Pavardė95172 5 10 10 6
Vardas95173 Pavardė95173 6 9 10 7
Vardas95174 Pavardė95174 10 7 10 0
Vardas95175 Pavardė95175 8 0 10 4
Vardas95176 Pavardė95176 1 10 9 4
Vardas95177 Pavardė95177 4 0 7 0
Vardas95178 Pavardė95178 0 6 1 1
Vardas95179 Pavardė95179 2 10 1 6
Vardas95180 Pavardė95180 7 7 1 2
Vardas95181 Pavardė95181 4 3 8 8
Vardas95182 Pavardė95182 0 2 2 4
Vardas95183 Pavardė95183 4 0 1 5
Vardas95184 Pavardė95184 4 0 1 1
Vardas95185 Pavardė95185 8 8 8 8
Vardas95186 Pavardė95186 2 0 10 2
Vardas95187 Pavardė95187 6 3 9 7
Vardas95188 Pavardė95188 7 6 6 10
Vardas95189 Pavardė95189 0 4 2 3
Vardas95190 Pavardė95190 2 3 3 8
Vardas95191 Pavardė95191 0 1 7 7
Vardas95192 Pavardė95192 7 10 2 10
Vardas95193 Pavardė95193 5 6 10 8
Vardas95194 Pavardė95194 8 10 8 5
Vardas95195 Pavardė95195 2 0 5 0
Vardas95196 Pavardė95196 1 1 6 9
Vardas95197 Pavardė95197 1 7 8 9
Vardas95198 Pavardė95198 2 4 9 4
Vardas95199 Pavardė95199 10 5 3 1
Vardas95200 Pavardė95200 8 6 2 8
Vardas95201 Pavardė95201 5 2 6 2
Vardas95202 Pavardė95202 9 5 2 5
Vardas95203 Pavardė95203 9 10 3 4
Vardas95204 Pavardė95204 4 4 5 8
Vardas95205 Pavardė95205 10 0 10 2
Vardas95206 Pavardė95206 7 2 1 10
Vardas95207 Pavardė95207 1 6 5 6
Vardas95208 Pavardė95208 4 4 10 9
Vardas95209 Pavardė95209 8 5 0 1
Vardas95210 Pavardė95210 2 1 9 8
Vardas95211 Pavardė95211 2 1 10 10
Vardas95212 Pavardė95212 0 1 8 4
Vardas95213 Pavardė95213 4 6 7 7
Vardas95214 Pavardė95214 2 5 3 0
Vardas95215 Pavardė95215 8 10 4 3
Vardas95216 Pavardė95216 2 4 8 10
Vardas95217 Pavardė95217 1 3 1 3
Vardas95218 Pavardė95218 10 4 8 5
Vardas95219 Pavardė95219 7 8 1 10
Vardas95220 Pavardė95220 2 6 5 2
Vardas95221 Pavardė95221 3 9 10 7
Vardas95222 Pavardė95222 7 0 10 2
Vardas95223 Pavardė95223 9 2 10 3
Vardas95224 Pavardė95224 8 2 8 0
Vardas95225 Pavardė95225 8 9 8 7
Vardas95226 Pavardė95226 8 0 9 10
Vardas95227 Pavardė95227 9 7 10 4
Vardas95228 Pavardė95228 7 7 6 7
Vardas95229 Pavardė95229 8 4 2 3
Vardas95230 Pavardė95230 4 6 8 9
Vardas95231 Pavardė95231 4 2 6 8
Vardas95232 Pavardė95232 9 10 3 1
Vardas95233 Pavardė95233 2 0 1 5
Vardas95234 Pavardė95234 7 5 7 0
Vardas95235 Pavardė95235 3 6 3 2
Vardas95236 Pavardė95236 3 1 2 9
Vardas95237 Pavardė95237 5 0 9 3
Vardas95238 Pavardė95238 2 6 7 10
Vardas95239 Pavardė95239 3 6 7 2
Vardas95240 Pavardė95240 7 4 4 10
Vardas95241 Pavardė95241 6 2 4 4
Vardas95242 Pavardė95242 3 10 5 8
Vardas95243 Pavardė95243 3 5 0 0
Vardas95244 Pavardė95244 7 7 0 1
Vardas95245 Pavardė95245 2 0 7 8
Vardas95246 Pavardė95246 5 7 8 8
Vardas95247 Pavardė95247 6 2 3 5
Vardas95248 Pavardė95248 3 1 9 6
Vardas95249 Pavardė95249 6 6 5 5
Vardas95250 Pavardė95250 7 10 3 6
Vardas95251 Pavardė95251 4 0 5 7
Vardas95252 Pavardė95252 0 2 7 9
Vardas95253 Pavardė95253 10 9 4 4
Vardas95254 Pavardė95254 9 5 5 9
Vardas95255 Pavardė95255 3 3 2 0
Vardas95256 Pavardė95256 8 10 4 3
Vardas95257 Pavardė95257 10 7 10 9
Vardas95258 Pavardė95258 3 8 0 3
Vardas95259 Pavardė95259 1 7 6 3
Vardas95260 Pavardė95260 7 10 0 2
Vardas95261 Pavardė95261 3 0 6 4
Vardas95262 Pavardė95262 7 9 6 2
Vardas95263 Pavardė95263 0 8 10 2
Vardas95264 Pavardė95264 9 4 1 9
Vardas95265 Pavardė95265 5 8 9 6
Vardas95266 Pavardė95266 10 4 10 10
Vardas95267 Pavardė95267 6 0 4 4
Vardas95268 Pavardė95268 6 9 2 7
Vardas95269 Pavardė95269 1 10 2 4
Vardas95270 Pavardė95270 6 8 7 1
Vardas95271 Pavardė95271 9 10 6 1
Vardas95272 Pavardė95272 8 9 2 1
Vardas95273 Pavardė95273 0 7 5 1
Vardas95274 Pavardė95274 4 0 3 2
Vardas95275 Pavardė95275 2 1 3 9
Vardas95276 Pavardė95276 2 3 6 7
Vardas95277 Pavardė95277 10 3 2 5
Vardas95278 Pavardė95278 7 1 9 3
Vardas95279 Pavardė95279 6 10 0 10
Vardas95280 Pavardė95280 1 10 1 6
Vardas95281 Pavardė95281 1 10 4 5
Vardas95282 Pavardė95282 3 10 10 6
Vardas95283 Pavardė95283 5 3 8 8
Vardas95284 Pavardė95284 4 3 9 4
Vardas95285 Pavardė95285 8 8 2 7
Vardas95286 Pavardė95286 8 9 4 8
Vardas95287 Pavardė95287 10 2 9 4
Vardas95288 Pavardė95288 0 10 7 7
Vardas95289 Pavardė95289 4 4 0 9
Vardas95290 Pavardė95290 1 6 6 6
Vardas95291 Pavardė95291 5 8 6 9
Vardas95292 Pavardė95292 7 7 6 1
Vardas95293 Pavardė95293 9 2 4 9
Vardas95294 Pavardė95294 10 6 8 7
Vardas95295 Pavardė95295 7 2 7 4
Vardas95296 Pavardė95296 3 9 6 8
Vardas95297 Pavardė95297 7 10 5 7
Vardas95298 Pavardė95298 8 3 4 5
Vardas95299 Pavardė95299 5 6 5 8
Vardas95300 Pavardė95300 7 4 0 7
Vardas95301 Pavardė95301 1 5 8 9
Vardas95302 Pavardė95302 5 0 6 8
Vardas95303 Pavardė95303 6 7 1 3
Vardas95304 Pavardė95304 9 3 0 1
Vardas95305 Pavardė95305 4 4 7 10
Vardas95306 Pavardė95306 3 9 7 0
Vardas95307 Pavardė95307 8 8 10 0
Vardas95308 Pavardė95308 8 7 3 0
Vardas95309 Pavardė95309 10 7 0 0
Vardas95310 Pavardė95310 9 0 10 0
Vardas95311 Pavardė95311 3 10 5 6
Vardas95312 Pavardė95312 1 4 5 3
Vardas95313 Pavardė95313 1 10 4 8
Vardas95314 Pavardė95314 8 6 9 8
Vardas95315 Pavardė95315 4 5 1 10
Vardas95316 Pavardė95316 9 7 9 6
Vardas95317 Pavardė95317 10 10 8 0
Vardas95318 Pavardė95318 4 7 8 10
Vardas95319 Pavardė95319 6 10 9 5
Vardas95320 Pavardė95320 2 9 4 6
Vardas95321 Pavardė95321 4 6 6 10
Vardas95322 Pavardė95322 4 6 8 10
Vardas95323 Pavardė95323 7 1 9 7
Vardas95324 Pavardė95324 0 4 3 0
Vardas95325 Pavardė95325 8 3 0 10
Vardas95326 Pavardė95326 10 9 6 2
Vardas95327 Pavardė95327 10 6 6 1
Vardas95328 Pavardė95328 7 10 5 4
Vardas95329 Pavardė95329 8 8 5 2
Vardas95330 Pavardė95330 7 5 3 5
Vardas95331 Pavardė95331 7 10 7 3
Vardas95332 Pavardė95332 10 6 6 6
Vardas95333 Pavardė95333 7 2 9 9
Vardas95334 Pavardė95334 1 9 8 7
Vardas95335 Pavardė95335 0 7 7 5
Vardas95336 Pavardė95336 3 7 8 4
Vardas95337 Pavardė95337 7 7 8 10
Vardas95338 Pavardė95338 0 4 7 7
Vardas95339 Pavardė95339 4 7 10 6
Vardas95340 Pavardė95340 10 5 9 6
Vardas95341 Pavardė95341 2 9 7 9
Vardas95342 Pavardė95342 9 7 2 0
Vardas95343 Pavardė95343 5 3 7 2
Vardas95344 Pavardė95344 7 4 6 7
Vardas95345 Pavardė95345 6 9 10 7
Vardas95346 Pavardė95346 0 1 4 0
Vardas95347 Pavardė95347 0 6 7 3
Vardas95348 Pavardė95348 7 8 4 9
Vardas95349 Pavardė95349 10 10 8 7
Vardas95350 Pavardė95350 5 10 0 7
Vardas95351 Pavardė95351 8 6 1 0
Vardas95352 Pavardė95352 5 4 3 7
Vardas95353 Pavardė95353 9 8 1 5
Vardas95354 Pavardė95354 9 1 8 5
Vardas95355 Pavardė95355 4 5 6 9
Vardas95356 Pavardė95356 0 0 8 4
Vardas95357 Pavardė95357 0 9 3 9
Vardas95358 Pavardė95358 10 9 2 0
Vardas95359 Pavardė95359 5 7 10 4
Vardas95360 Pavardė95360 3 3 6 3
Vardas95361 Pavardė95361 10 0 2 5
Vardas95362 Pavardė95362 10 2 10 2
Vardas95363 Pavardė95363 8 3 1 9
Vardas95364 Pavardė95364 10 0 7 9
Vardas95365 Pavardė95365 10 4 0 10
Vardas95366 Pavardė95366 3 1 4 2
Vardas95367 Pavardė95367 10 0 10 6
Vardas95368 Pavardė95368 7 5 2 6
Vardas95369 Pavardė95369 1 3 0 6
Vardas95370 Pavardė95370 4 1 9 10
Vardas95371 Pavardė95371 10 7 4 3
Vardas95372 Pavardė95372 2 5 1 0
Vardas95373 Pavardė95373 1 2 4 3
Vardas95374 Pavardė95374 7 2 1 2
Vardas95375 Pavardė95375 9 10 9 7
Vardas95376 Pavardė95376 2 7 4 1
Vardas95377 Pavardė95377 9 5 6 5
Vardas95378 Pavardė95378 0 10 7 5
Vardas95379 Pavardė95379 9 6 4 5
Vardas95380 Pavardė95380 3 6 4 9
Vardas95381 Pavardė95381 7 3 6 10
Vardas95382 Pavardė95382 2 10 3 0
Vardas95383 Pavardė95383 4 10 8 9
Vardas95384 Pavardė95384 4 5 3 6
Vardas95385 Pavardė95385 2 4 2 8
Vardas95386 Pavardė95386 5 3 1 3
Vardas95387 Pavardė95387 5 1 8 2
Vardas95388 Pavardė95388 4 1 8 10
Vardas95389 Pavardė95389 10 4 7 1
Vardas95390 Pavardė95390 5 10 1 2
Vardas95391 Pavardė95391 0 7 7 9
Vardas95392 Pavardė95392 6 10 7 1
Vardas95393 Pavardė95393 5 0 6 10
Vardas95394 Pavardė95394 3 8 7 9
Vardas95395 Pavardė95395 6 5 8 2
Vardas95396 Pavardė95396 10 5 10 3
Vardas95397 Pavardė95397 2 7 0 4
Vardas95398 Pavardė95398 10 3 8 5
Vardas95399 Pavardė95399 0 8 1 4
Vardas95400 Pavardė95400 4 7 1 5
Vardas95401 Pavardė95401 0 6 1 2
Vardas95402 Pavardė95402 5 1 3 2
Vardas95403 Pavardė95403 0 8 4 2
Vardas95404 Pavardė95404 8 5 9 9
Vardas95405 Pavardė95405 6 2 0 7
Vardas95406 Pavardė95406 2 9 9 10
Vardas95407 Pavardė95407 10 10 9 10
Vardas95408 Pavardė95408 1 10 5 2
Vardas95409 Pavardė95409 10 1 1 7
Vardas95410 Pavardė95410 5 0 3 5
Vardas95411 Pavardė95411 7 4 4 6
Vardas95412 Pavardė95412 3 9 5 2
Vardas95413 Pavardė95413 4 3 0 4
Vardas95414 Pavardė95414 2 10 0 1
Vardas95415 Pavardė95415 9 2 8 10
Vardas95416 Pavardė95416 2 7 2 9
Vardas95417 Pavardė95417 4 10 5 3
Vardas95418 Pavardė95418 2 4 10 6
Vardas95419 Pavardė95419 3 8 4 5
Vardas95420 Pavardė95420 4 7 2 3
Vardas95421 Pavardė95421 6 2 6 10
Vardas95422 Pavardė95422 8 3 4 10
Vardas95423 Pavardė95423 1 5 8 6
Vardas95424 Pavardė95424 10 3 6 6
Vardas95425 Pavardė95425 5 4 9 9
Vardas95426 Pavardė95426 8 3 7 3
Vardas95427 Pavardė95427 5 4 6 3
Vardas95428 Pavardė95428 4 7 5 3
Vardas95429 Pavardė95429 4 5 1 6
Vardas95430 Pavardė95430 10 7 2 4
Vardas95431 Pavardė95431 10 8 4 9
Vardas95432 Pavardė95432 9 9 2 5
Vardas95433 Pavardė95433 4 10 6 1
Vardas95434 Pavardė95434 1 8 6 2
Vardas95435 Pavardė95435 3 0 8 10
Vardas95436 Pavardė95436 2 2 10 9
Vardas95437 Pavardė95437 10 4 1 3
Vardas95438 Pavardė95438 2 0 8 1
Vardas95439 Pavardė95439 6 2 10 8
Vardas95440 Pavardė95440 10 10 10 9
Vardas95441 Pavardė95441 1 2 9 5
Vardas95442 Pavardė95442 6 7 4 10
Vardas95443 Pavardė95443 0 1 7 1
Vardas95444 Pavardė95444 10 2 7 7
Vardas95445 Pavardė95445 1 7 4 2
Vardas95446 Pavardė95446 6 1 6 0
Vardas95447 Pavardė95447 1 2 3 10
Vardas95448 Pavardė95448 6 9 8 0
Vardas95449 Pavardė95449 7 9 4 3
Vardas95450 Pavardė95450 10 8 5 4
Vardas95451 Pavardė95451 6 6 7 6
Vardas95452 Pavardė95452 5 1 9 0
Vardas95453 Pavardė95453 2 0 6 9
Vardas95454 Pavardė95454 7 2 7 2
Vardas95455 Pavardė95455 6 10 4 2
Vardas95456 Pavardė95456 10 3 1 2
Vardas95457 Pavardė95457 1 5 6 7
Vardas95458 Pavardė95458 2 0 4 0
Vardas95459 Pavardė95459 6 3 8 10
Vardas95460 Pavardė95460 9 3 8 8
Vardas95461 Pavardė95461 9 3 1 9
Vardas95462 Pavardė95462 2 3 0 2
Vardas95463 Pavardė95463 3 0 6 8
Vardas95464 Pavardė95464 4 8 3 4
Vardas95465 Pavardė95465 5 10 0 8
Vardas95466 Pavardė95466 2 0 8 5
Vardas95467 Pavardė95467 4 3 8 4
Vardas95468 Pavardė95468 10 3 1 5
Vardas95469 Pavardė95469 3 2 1 8
Vardas95470 Pavardė95470 9 9 0 0
Vardas95471 Pavardė95471 3 9 9 10
Vardas95472 Pavardė95472 10 4 3 3
Vardas95473 Pavardė95473 5 4 4 5
Vardas95474 Pavardė95474 1 3 3 10
Vardas95475 Pavardė95475 8 7 3 2
Vardas95476 Pavardė95476 8 4 7 7
Vardas95477 Pavardė95477 3 9 3 9
Vardas95478 Pavardė95478 3 8 0 8
Vardas95479 Pavardė95479 6 10 4 0
Vardas95480 Pavardė95480 9 5 8 10
Vardas95481 Pavardė95481 3 6 4 2
Vardas95482 Pavardė95482 6 5 3 8
Vardas95483 Pavardė95483 2 5 4 5
Vardas95484 Pavardė95484 0 6 4 8
Vardas95485 Pavardė95485 9 2 3 1
Vardas95486 Pavardė95486 10 9 10 1
Vardas95487 Pavardė95487 1 3 6 8
Vardas95488 Pavardė95488 10 6 0 5
Vardas95489 Pavardė95489 7 8 6 8
Vardas95490 Pavardė95490 6 2 0 8
Vardas95491 Pavardė95491 1 0 3 0
Vardas95492 Pavardė95492 6 2 8 10
Vardas95493 Pavardė95493 8 6 4 6
Vardas95494 Pavardė95494 8 5 6 0
Vardas95495 Pavardė95495 9 6 7 0
Vardas95496 Pavardė95496 6 2 4 6
Vardas95497 Pavardė95497 4 2 9 6
Vardas95498 Pavardė95498 7 5 1 9
Vardas95499 Pavardė95499 0 8 4 5
Vardas95500 Pavardė95500 3 5 1 5
Vardas95501 Pavardė95501 10 1 6 2
Vardas95502 Pavardė95502 9 4 0 6
Vardas95503 Pavardė95503 10 7 10 6
Vardas95504 Pavardė95504 6 10 4 3
Vardas95505 Pavardė95505 3 0 2 7
Vardas95506 Pavardė95506 1 10 2 7
Vardas95507 Pavardė95507 5 10 2 7
Vardas95508 Pavardė95508 0 1 2 8
Vardas95509 Pavardė95509 0 2 3 5
Vardas95510 Pavardė95510 1 1 9 6
Vardas95511 Pavardė95511 0 6 0 9
Vardas95512 Pavardė95512 3 7 0 9
Vardas95513 Pavardė95513 4 8 2 4
Vardas95514 Pavardė95514 1 9 4 10
Vardas95515 Pavardė95515 6 4 9 9
Vardas95516 Pavardė95516 4 3 10 1
Vardas95517 Pavardė95517 9 2 4 1
Vardas95518 Pavardė95518 8 5 5 10
Vardas95519 Pavardė95519 2 5 3 0
Vardas95520 Pavardė95520 3 10 2 1
Vardas95521 Pavardė95521 0 9 0 4
Vardas95522 Pavardė95522 8 2 9 7
Vardas95523 Pavardė95523 0 6 1 4
Vardas95524 Pavardė95524 2 0 4 7
Vardas95525 Pavardė95525 2 10 6 1
Vardas95526 Pavardė95526 4 5 10 10
Vardas95527 Pavardė95527 2 4 0 5
Vardas95528 Pavardė95528 8 10 1 9
Vardas95529 Pavardė95529 3 10 8 8
Vardas95530 Pavardė95530 5 1 1 5
Vardas95531 Pavardė95531 0 2 7 1
Vardas95532 Pavardė95532 9 7 10 3
Vardas95533 Pavardė95533 9 7 10 0
Vardas95534 Pavardė95534 3 1 1 1
Vardas95535 Pavardė95535 10 8 1 3
Vardas95536 Pavardė95536 4 4 2 6
Vardas95537 Pavardė95537 8 7 0 8
Vardas95538 Pavardė95538 2 10 6 2
Vardas95539 Pavardė95539 8 1 6 3
Vardas95540 Pavardė95540 4 3 1 8
Vardas95541 Pavardė95541 2 4 1 8
Vardas95542 Pavardė95542 0 3 2 6
Vardas95543 Pavardė95543 1 9 3 1
Vardas95544 Pavardė95544 5 9 4 8
Vardas95545 Pavardė95545 0 9 3 1
Vardas95546 Pavardė95546 4 1 3 10
Vardas95547 Pavardė95547 6 4 10 7
Vardas95548 Pavardė95548 0 5 9 7
Vardas95549 Pavardė95549 3 8 2 2
Vardas95550 Pavardė95550 9 5 9 7
Vardas95551 Pavardė95551 6 2 7 9
Vardas95552 Pavardė95552 4 0 3 8
Vardas95553 Pavardė95553 8 1 8 0
Vardas95554 Pavardė95554 8 0 3 0
Vardas95555 Pavardė95555 10 9 5 9
Vardas95556 Pavardė95556 9 6 1 6
Vardas95557 Pavardė95557 5 7 2 9
Vardas95558 Pavardė95558 0 5 6 0
Vardas95559 Pavardė95559 0 4 5 0
Vardas95560 Pavardė95560 3 6 2 8
Vardas95561 Pavardė95561 5 9 1 7
Vardas95562 Pavardė95562 5 3 10 6
Vardas95563 Pavardė95563 8 8 6 2
Vardas95564 Pavardė95564 10 4 1 7
Vardas95565 Pavardė95565 3 3 10 7
Vardas95566 Pavardė95566 10 1 5 7
Vardas95567 Pavardė95567 1 0 5 0
Vardas95568 Pavardė95568 8 6 4 5
Vardas95569 Pavardė95569 10 8 3 0
Vardas95570 Pavardė95570 7 5 6 7
Vardas95571 Pavardė95571 3 1 4 1
Vardas95572 Pavardė95572 1 4 2 2
Vardas95573 Pavardė95573 4 7 10 9
Vardas95574 Pavardė95574 0 7 5 9
Vardas95575 Pavardė95575 7 10 1 1
Vardas95576 Pavardė95576 8 9 5 1
Vardas95577 Pavardė95577 5 1 2 9
Vardas95578 Pavardė95578 5 5 1 8
Vardas95579 Pavardė95579 9 4 8 8
Vardas95580 Pavardė95580 6 6 2 0
Vardas95581 Pavardė95581 4 10 2 6
Vardas95582 Pavardė95582 1 8 2 4
Vardas95583 Pavardė95583 0 8 7 2
Vardas95584 Pavardė95584 9 6 1 0
Vardas95585 Pavardė95585 7 2 1 10
Vardas95586 Pavardė95586 4 0 6 9
Vardas95587 Pavardė95587 4 10 4 3
Vardas95588 Pavardė95588 1 6 0 2
Vardas95589 Pavardė95589 6 4 9 1
Vardas95590 Pavardė95590 8 9 9 5
Vardas95591 Pavardė95591 1 7 0 5
Vardas95592 Pavardė95592 8 10 6 9
Vardas95593 Pavardė95593 0 3 8 8
Vardas95594 Pavardė95594 8 1 10 1
Vardas95595 Pavardė95595 1 3 3 4
Vardas95596 Pavardė95596 10 5 6 1
Vardas95597 Pavardė95597 5 6 2 5
Vardas95598 Pavardė95598 9 9 5 2
Vardas95599 Pavardė95599 3 6 0 7
Vardas95600 Pavardė95600 0 1 8 9
Vardas95601 Pavardė95601 0 8 4 7
Vardas95602 Pavardė95602 3 8 7 1
Vardas95603 Pavardė95603 10 9 8 8
Vardas95604 Pavardė95604 6 3 3 7
Vardas95605 Pavardė95605 6 7 7 1
Vardas95606 Pavardė95606 9 4 1 5
Vardas95607 Pavardė95607 0 6 7 3
Vardas95608 Pavardė95608 7 4 3 5
Vardas95609 Pavardė95609 10 3 5 10
Vardas95610 Pavardė95610 1 2 3 8
Vardas95611 Pavardė95611 0 5 4 0
Vardas95612 Pavardė95612 2 4 9 8
Vardas95613 Pavardė95613 3 5 3 10
Vardas95614 Pavardė95614 7 8 7 3
Vardas95615 Pavardė95615 1 0 4 9
Vardas95616 Pavardė95616 9 5 7 4
Vardas95617 Pavardė95617 2 4 8 5
Vardas95618 Pavardė95618 6 4 9 4
Vardas95619 Pavardė95619 3 9 7 7
Vardas95620 Pavardė95620 5 6 8 1
Vardas95621 Pavardė95621 8 6 10 4
